activityID,catalog,startTime,sourceLocation,activeRegionNum,link,note,instruments,cmeAnalyses,linkedEvents
2024-02-27T20:24:00-CME-001,M2M_CATALOG,2024-02-27T20:24Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29408/-1,Slow faint CME with the source a prominence eruption seen in AIA 171/304 behind/on the SW limb slowly rising after 2024-02-27T13Z.,"[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-02-28T16:52Z', 'latitude': -67.0, 'longitude': None, 'halfAngle': 32.0, 'speed': 209.0, 'type': 'S', 'isMostAccurate': True, 'note': '', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29409/-1', 'enlilList': None}]",
2024-02-28T09:12:00-CME-001,M2M_CATALOG,2024-02-28T09:12Z,N35E50,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29400/-1,"Source of this bright lightbulb-shaped CME in the NE is possibly a medium-size dimming near the NE limb (~N35E50) starting around 2024-02-28T08:30Z. However, there is also an more complex faint sigmoid filament eruption in the NE quadrant seen in AIA 304 as post-eruptive arcade and in AIA 193 as arcades and a relatively faint dimming. The erupting filament seems to stretch from from AR 3594 northeastward to AR 3596 and might be centered around (N20E35) but its center is hard to determine because of the complexity and dimness of the coronal signatures.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-02-28T17:51Z', 'latitude': 38.0, 'longitude': -48.0, 'halfAngle': 36.0, 'speed': 420.0, 'type': 'S', 'isMostAccurate': True, 'note': 'Very uncertain analysis based on the dimming at longitude -50 as the source. The source could alternatively be a faint filament eruption centered closer to longitude -30. Both source locations produce a good fit in swpc_cat with two coronagraphs.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29401/-1', 'enlilList': [{'modelCompletionTime': '2024-02-28T18:29Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29403/-1', 'impactList': [{'isGlancingBlow': False, 'location': 'Psyche', 'arrivalTime': '2024-03-06T00:00Z'}, {'isGlancingBlow': True, 'location': 'Solar Orbiter', 'arrivalTime': '2024-03-01T22:00Z'}], 'cmeIDs': ['2024-02-28T09:12:00-CME-001']}]}, {'time21_5': '2024-02-28T17:11Z', 'latitude': 36.0, 'longitude': -31.0, 'halfAngle': 37.0, 'speed': 474.0, 'type': 'S', 'isMostAccurate': False, 'note': 'Analysis based on the assumption that the source is the filament eruption centered around longitude -30. However, the likelier source is probably the simultaneous dimming closer to the NE limb.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29423/-1', 'enlilList': None}]",
2024-02-28T09:24:00-CME-001,M2M_CATALOG,2024-02-28T09:24Z,S16E30,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29393/-1,"A relatively faint CME with the clear source a C5.1 class flare centered (~S15E31) peaking at 2024-02-28T09:09Z (there is no associated active region). The CME is also associated with a faint EUV wave in AIA 193, a type II radio burst, faint dimming and tightly woven bright but small area post-eruptive arcades. The CME overlaps with one or two more CMEs.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-02-28T13:06Z', 'latitude': -16.0, 'longitude': -31.0, 'halfAngle': 28.0, 'speed': 867.0, 'type': 'C', 'isMostAccurate': True, 'note': 'Analysis is based on the best fit in swpc_cat with two coronagraphs and is supported by the source location of the associated flare. The CME overlaps with one or two more CMEs and is faint, making analysis a bit more difficult.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29394/-1', 'enlilList': [{'modelCompletionTime': '2024-02-28T17:06Z', 'au': 2.0, 'estimatedShockArrivalTime': '2024-03-02T15:00Z', 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': 2, 'kp_135': 4, 'kp_180': 4, 'isEarthGB': True, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29396/-1', 'impactList': [{'isGlancingBlow': False, 'location': 'Psyche', 'arrivalTime': '2024-03-04T18:51Z'}, {'isGlancingBlow': False, 'location': 'Solar Orbiter', 'arrivalTime': '2024-03-01T02:09Z'}, {'isGlancingBlow': True, 'location': 'STEREO A', 'arrivalTime': '2024-03-02T18:00Z'}], 'cmeIDs': ['2024-02-28T09:24:00-CME-001']}]}]",[{'activityID': '2024-02-28T08:56:00-FLR-001'}]
2024-02-28T15:27:00-CME-001,M2M_CATALOG,2024-02-28T15:27Z,S37W10,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29406/-1,"A very southern CME with a brighter narrower bulk and a fainter wider shock, covered by a data gap in STA. An unlikely source is a super small, faint dimming around (S37W10) in AIA 193 around 2024-02-28T13:00. This is very unlikely (the CME is fast and even has a pronounced shock) so then the source is most likely backsided.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}]","[{'time21_5': '2024-02-28T21:44Z', 'latitude': -72.0, 'longitude': None, 'halfAngle': 34.0, 'speed': 563.0, 'type': 'C', 'isMostAccurate': True, 'note': '', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29407/-1', 'enlilList': None}]",
2024-02-28T17:48:00-CME-001,M2M_CATALOG,2024-02-28T17:48Z,N19W59,13590,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29410/-1,"Bright CME visible in the NW of SOHO LASCO C2/C3. Not seen in STEREO A COR2 due to a data gap from 2024-02-28T13:23Z to 2024-02-29T03:09Z. Associated with a M1.5-class flare from AR 3590 (N19W59) starting at 2024-02-28T16:24Z. Dimming visible in SDO AIA 193, rising loops and post-eruptive arcades are visible in SDO AIA 171/193, and flare with long-lasting post-eruptive arcades visible in SDO AIA 94/131.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}]","[{'time21_5': '2024-02-28T22:51Z', 'latitude': 20.0, 'longitude': 59.0, 'halfAngle': 43.0, 'speed': 730.0, 'type': 'C', 'isMostAccurate': True, 'note': 'Measurement using SOHO C2/C3 only due to a data gap. Longitude approximated from source location.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29411/-1', 'enlilList': [{'modelCompletionTime': '2024-02-29T14:32Z', 'au': 2.0, 'estimatedShockArrivalTime': '2024-03-04T06:00Z', 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': 2, 'kp_135': 2, 'kp_180': 3, 'isEarthGB': True, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29412/-1', 'impactList': [{'isGlancingBlow': True, 'location': 'OSIRIS-APEX', 'arrivalTime': '2024-03-03T00:00Z'}, {'isGlancingBlow': True, 'location': 'STEREO A', 'arrivalTime': '2024-03-03T18:00Z'}], 'cmeIDs': ['2024-02-28T17:48:00-CME-001']}, {'modelCompletionTime': '2024-02-29T15:21Z', 'au': 5.5, 'estimatedShockArrivalTime': '2024-03-04T06:00Z', 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': 2, 'kp_135': 3, 'kp_180': 3, 'isEarthGB': True, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29413/-1', 'impactList': [{'isGlancingBlow': False, 'location': 'Lucy', 'arrivalTime': '2024-03-06T00:00Z'}, {'isGlancingBlow': True, 'location': 'OSIRIS-APEX', 'arrivalTime': '2024-03-03T00:00Z'}, {'isGlancingBlow': True, 'location': 'STEREO A', 'arrivalTime': '2024-03-03T18:00Z'}], 'cmeIDs': ['2024-02-28T17:48:00-CME-001']}]}]","[{'activityID': '2024-02-28T16:24:00-FLR-001'}, {'activityID': '2024-03-03T05:58:00-IPS-001'}, {'activityID': '2024-03-03T08:47:00-IPS-001'}, {'activityID': '2024-03-03T18:00:00-GST-001'}]"
2024-02-28T23:12:00-CME-001,M2M_CATALOG,2024-02-28T23:12Z,S35E10,13591,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29415/-1,Visible in the SE of SOHO LASCO C2/C3. Not visible in STEREO A COR2 until the CME is almost out of the field of view due to a data gap 2024-02-28T13:23Z to 2024-02-29T03:09Z. The source is an eruption near AR 3591 (S35E10) with dimming seen in SDO AIA 193 starting at 2024-02-28T20:15Z. Opening/rising field lines and post eruptive loops are visible in SDO AIA 171/193.,"[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}]","[{'time21_5': '2024-02-29T03:13Z', 'latitude': -42.0, 'longitude': -11.0, 'halfAngle': 22.0, 'speed': 779.0, 'type': 'C', 'isMostAccurate': True, 'note': 'Measurement using SOHO LASCO C2/C3. STEREO A COR2 was unavailable for this measurement. Longitude/latitude approximated from source location.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29416/-1', 'enlilList': [{'modelCompletionTime': '2024-02-29T18:49Z', 'au': 2.0, 'estimatedShockArrivalTime': '2024-03-04T00:00Z', 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': 2, 'kp_135': 3, 'kp_180': 3, 'isEarthGB': True, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29417/-1', 'impactList': [{'isGlancingBlow': True, 'location': 'Solar Orbiter', 'arrivalTime': '2024-03-02T04:00Z'}, {'isGlancingBlow': True, 'location': 'STEREO A', 'arrivalTime': '2024-03-03T18:00Z'}], 'cmeIDs': ['2024-02-28T23:12:00-CME-001']}]}]",
2024-02-29T09:24:00-CME-001,M2M_CATALOG,2024-02-29T09:24Z,N20W70,13590,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29419/-1,"CME visible to the west in SOHO LASCO C2/C3 and STEREO A COR2. The leading edge first appears in SOHO LASCO C2 at 2024-02-29T09:28Z, but an additional faint, potentially separate front is first visible in SOHO LASCO C2 at 2024-02-29T09:48Z. This is not clearly distinguishable as a separate, measurable CME. A potential source is seen near the western portion of AR 3590 (approx. N20W70), with eruption best seen with dimming and moving field lines around 2024-02-29T08:25Z from the point of view of STEREO A EUV 195. The eruption is also best seen in SDO AIA 171/193.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-02-29T20:21Z', 'latitude': -3.0, 'longitude': 70.0, 'halfAngle': 36.0, 'speed': 322.0, 'type': 'S', 'isMostAccurate': True, 'note': 'Measurement using potential source location and best fit between SOHO LASCO C2/C3 and STEREO A COR2 in SWPC_CAT.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29420/-1', 'enlilList': [{'modelCompletionTime': '2024-02-29T21:13Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29422/-1', 'impactList': None, 'cmeIDs': ['2024-02-29T09:24:00-CME-001']}]}]",
2024-03-01T08:00:00-CME-001,M2M_CATALOG,2024-03-01T08:00Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29424/-1,Minor high nothern latitude jet with no clear source found.,"[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-01T13:49Z', 'latitude': 44.0, 'longitude': -6.0, 'halfAngle': 13.0, 'speed': 552.0, 'type': 'C', 'isMostAccurate': True, 'note': 'Analysis in swpc_cat tool with two coronagraphs that allows a good fit. No clear source found in EUVI imagery to confirm.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29425/-1', 'enlilList': None}]",
2024-03-01T18:00:00-CME-001,M2M_CATALOG,2024-03-01T18:00Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29427/-1,"Slow moving, wide CME to the NE in SOHO LASCO C2, C3, and STEREO A COR2 imagery. Could possibly be a streamer blowout CME with lots of outflow following CME's path. The source appears to be moving/opening field line seen along the eastern limb in GOES SUVI 284. It is unclear if the source is on the Earth-facing side or beyond the limb. It's possible an eruption seen from AR3599 (~S13E78) around 17:49Z could've attributed to the later moving/opening field lines, but this is speculation.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-02T18:55Z', 'latitude': 16.0, 'longitude': -71.0, 'halfAngle': 40.0, 'speed': 263.0, 'type': 'S', 'isMostAccurate': True, 'note': 'These parameters are based off of a best fit of one of the trailing, brighter fronts in SOHO LASCO C3 and STEREO A COR2 difference imagery. Using the StereoCAT analysis tool and white light imagery yielded a wider spread of speeds and longitudes. The speeds ranged between 150 to 500 km/s depending on the front tracked and possible directionality of the CME with ranges of longitudes between -50 to -80 degrees. Based on visible source signatures, it is more likely the source is closer to -80 degrees with measured speeds closer to 300 km/s or less.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29428/-1', 'enlilList': [{'modelCompletionTime': '2024-03-02T21:05Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29429/-1', 'impactList': [{'isGlancingBlow': True, 'location': 'Psyche', 'arrivalTime': '2024-03-09T18:00Z'}, {'isGlancingBlow': True, 'location': 'Solar Orbiter', 'arrivalTime': '2024-03-05T12:00Z'}], 'cmeIDs': ['2024-03-01T18:00:00-CME-001']}]}]",
2024-03-03T06:36:00-CME-001,M2M_CATALOG,2024-03-03T06:36Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29435/-1,"Fast, asymmetric CME seen to the NE in all coronagraphs. Source is a small filament eruption on or just beyond the E limb centered around N08, lifting off around 2024-03-03T05:54Z in SDO AIA 304 and GOES SUVI 304. Additionally observed as moving field lines in SDO AIA 171/193/211.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-03T11:09Z', 'latitude': 27.0, 'longitude': -92.0, 'halfAngle': 24.0, 'speed': 767.0, 'type': 'C', 'isMostAccurate': True, 'note': 'Measurement of the brighter inner portion of this CME, using SOHO LASCO C3 and STEREO COR2A only as the filament shape is evolving rapidly in SOHO LASCO C2. The diffuse, asymmetric front of this CME prevented many later frames from being used well. The range for this CME is likely E90-E100.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29436/-1', 'enlilList': [{'modelCompletionTime': '2024-03-03T20:27Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29437/-1', 'impactList': None, 'cmeIDs': ['2024-03-03T06:36:00-CME-001']}]}]",
2024-03-03T14:00:00-CME-001,M2M_CATALOG,2024-03-03T14:00Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29443/-1,"CME observed to the S in all coronagraphs. Source is likely a filament eruption that began on the SE limb around 2024-03-03T13:19Z in SDO AIA 304, but the CME itself seems to travel almost perpendicularly to the south along field lines in SDO AIA 171. This is heavy deflection from the source, but the timing and imagery supports this with no other clear sources for this front evident.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-03T20:24Z', 'latitude': -74.0, 'longitude': None, 'halfAngle': 10.0, 'speed': 554.0, 'type': 'C', 'isMostAccurate': True, 'note': 'Plane-of-measurement using only SOHO LASCO C2/C3 imagery given the observed, heavy deflection from the source filament on the SE limb.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29444/-1', 'enlilList': None}]",
2024-03-03T14:12:00-CME-001,M2M_CATALOG,2024-03-03T14:12Z,S45W30,13591,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29445/-1,"Faint and diffuse CME seen to the SW in all coronagraphs. Source is slow dimming near AR 3591 which started around 2024-03-03T12:22Z, stretching diagonally from approximately S52W20 to AR 3591 (S36W35), best observed in SDO AIA 193. The CME front is quite dimpled with two apparent fronts, which appear to be from the same eruption.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-03T20:38Z', 'latitude': -49.0, 'longitude': 27.0, 'halfAngle': 24.0, 'speed': 527.0, 'type': 'C', 'isMostAccurate': True, 'note': 'Measurement including the entire dimpled front, using the right hand boundary up to the leading edge of the entire eruption. The source dimming region fit well between SOHO LASCO C2/C3 and STEREO COR2A imagery, but the faint/diffuse front made tracking in later frames difficult.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29446/-1', 'enlilList': [{'modelCompletionTime': '2024-03-03T22:08Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29447/-1', 'impactList': None, 'cmeIDs': ['2024-03-03T14:12:00-CME-001']}]}]",
2024-03-04T04:12:00-CME-001,M2M_CATALOG,2024-03-04T04:12Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29457/-1,"This CME is visible to the south in SOHO LASCO C2/C3 and STEREO A COR2 coronagraph imagery. The source is an eruption located near the southeastern limb around S40E90 as seen in SDO AIA 131, 171, 193, and 304 imagery. An opening of field lines is visible at this time which appear to deflect southward.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-04T17:19Z', 'latitude': -80.0, 'longitude': None, 'halfAngle': 27.0, 'speed': 269.0, 'type': 'S', 'isMostAccurate': True, 'note': 'A plane-of-sky measurement was made using a longitude of -90 degrees due to the near-limb source location and southern deflection observed from the source eruption. The measured longitude may therefore vary slightly.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29458/-1', 'enlilList': None}]",
2024-03-04T08:36:00-CME-001,M2M_CATALOG,2024-03-04T08:36Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29450/-1,"Faint CME seen to the N in all coronagraphs. Source is very likely far-sided, as no on-disk EUV signature is observed. However, no EUV signature is observed at all of this event between SDO and GOES, so a far-sided fit was made using triangulation between SOHO LASCO C2/C3 and STEREO COR2A imagery to determine the source.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-04T16:40Z', 'latitude': 57.0, 'longitude': 175.0, 'halfAngle': 28.0, 'speed': 455.0, 'type': 'S', 'isMostAccurate': True, 'note': 'A far-sided fit made using triangulation between SOHO LASCO C2/C3 and STEREO COR2A imagery to determine the source, as none was observed in EUV imagery.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29451/-1', 'enlilList': None}]",
2024-03-04T09:12:00-CME-001,M2M_CATALOG,2024-03-04T09:12Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29463/-1,"Faint CME seen to the S in all coronagraphs. Source is very likely far-sided, as no on-disk EUV signature is observed. However, no EUV signature is observed at all of this event between SDO and GOES, so a far-sided fit was made using triangulation between SOHO LASCO C2/C3 and STEREO COR2A imagery to determine the source.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-04T16:53Z', 'latitude': -15.0, 'longitude': 179.0, 'halfAngle': 30.0, 'speed': 405.0, 'type': 'S', 'isMostAccurate': True, 'note': 'A far-sided fit made using triangulation between SOHO LASCO C2/C3 and STEREO COR2A imagery to determine the source, as none was observed in EUV imagery. Possible longitude range between E130-E150.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29464/-1', 'enlilList': [{'modelCompletionTime': '2024-03-04T21:26Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29467/-1', 'impactList': [{'isGlancingBlow': False, 'location': 'Parker Solar Probe', 'arrivalTime': '2024-03-06T10:00Z'}], 'cmeIDs': ['2024-03-04T09:12:00-CME-001', '2024-03-04T11:36:00-CME-001']}]}]",
2024-03-04T09:24:00-CME-001,M2M_CATALOG,2024-03-04T09:24Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29461/-1,"Faint CME seen to the ESE in all coronagraphs. Source is very likely far-sided, as no on-disk EUV signature is observed. However, no EUV signature is observed at all of this event between SDO and GOES, so a far-sided fit was made using triangulation between SOHO LASCO C2/C3 and STEREO COR2A imagery to determine the source.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-04T20:18Z', 'latitude': -13.0, 'longitude': -134.0, 'halfAngle': 23.0, 'speed': 298.0, 'type': 'S', 'isMostAccurate': True, 'note': 'A far-sided fit made using triangulation between SOHO LASCO C2/C3 and STEREO COR2A imagery to determine the source, as none was observed in EUV imagery. Possible longitude range between E130-E150.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29462/-1', 'enlilList': None}]",
2024-03-04T11:36:00-CME-001,M2M_CATALOG,2024-03-04T11:36Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29465/-1,"Faint CME seen to the S in all coronagraphs. Source is likely far-sided field line movement over the southern limb beginning around 2024-03-03T10:15Z, best seen in SDO AIA 171. This CME is overlapped by other slightly earlier far-sided CMEs but has a separate, fairly distinct source.","[{'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}, {'displayName': 'STEREO A: SECCHI/COR2'}]","[{'time21_5': '2024-03-04T22:36Z', 'latitude': -37.0, 'longitude': -170.0, 'halfAngle': 33.0, 'speed': 352.0, 'type': 'S', 'isMostAccurate': True, 'note': 'A far-sided fit made using triangulation between SOHO LASCO C2/C3 and STEREO COR2A imagery to determine the source, as the source is only visible as faint field line movement over the southern limb.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29466/-1', 'enlilList': [{'modelCompletionTime': '2024-03-04T21:26Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29467/-1', 'impactList': [{'isGlancingBlow': False, 'location': 'Parker Solar Probe', 'arrivalTime': '2024-03-06T10:00Z'}], 'cmeIDs': ['2024-03-04T09:12:00-CME-001', '2024-03-04T11:36:00-CME-001']}]}]",
2024-03-04T12:23:00-CME-001,M2M_CATALOG,2024-03-04T12:23Z,,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/29452/-1,"CME seen to the NW in all coronagraphs. Source may be just inside or just beyond the NW limb. The source is observed as moving field lines in SDO AIA 171 starting around 2024-03-04T11:57Z at ~N10-N20 on the limb, and is difficult to trace back to the surface origin point; however a slightly far-sided source seems slightly more likely.","[{'displayName': 'STEREO A: SECCHI/COR2'}, {'displayName': 'SOHO: LASCO/C2'}, {'displayName': 'SOHO: LASCO/C3'}]","[{'time21_5': '2024-03-04T19:47Z', 'latitude': 18.0, 'longitude': 96.0, 'halfAngle': 26.0, 'speed': 478.0, 'type': 'S', 'isMostAccurate': True, 'note': 'Further analysis as a barely far-sided source, which is MORE likely given SDO AIA 171 imagery. Good triangulation between SOHO LASCO C2/C3 and STEREO COR2A for a fit of the leading edge.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29454/-1', 'enlilList': [{'modelCompletionTime': '2024-03-04T18:56Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29456/-1', 'impactList': [{'isGlancingBlow': True, 'location': 'OSIRIS-APEX', 'arrivalTime': '2024-03-07T11:00Z'}], 'cmeIDs': ['2024-03-04T12:23:00-CME-001']}]}, {'time21_5': '2024-03-04T20:06Z', 'latitude': 17.0, 'longitude': 85.0, 'halfAngle': 24.0, 'speed': 455.0, 'type': 'S', 'isMostAccurate': False, 'note': 'Initial analysis as a barely on-disk source, which is LESS likely given SDO AIA 171 imagery. Good triangulation between SOHO LASCO C2/C3 and STEREO COR2A for a fit of the leading edge.', 'levelOfData': 0, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/29453/-1', 'enlilList': [{'modelCompletionTime': '2024-03-04T18:29Z', 'au': 2.0, 'estimatedShockArrivalTime': None, 'estimatedDuration': None, 'rmin_re': None, 'kp_18': None, 'kp_90': None, 'kp_135': None, 'kp_180': None, 'isEarthGB': False, 'link': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/WSA-ENLIL/29455/-1', 'impactList': None, 'cmeIDs': ['2024-03-04T12:23:00-CME-001']}]}]",
